project,commit,path,status_diff3,time_diff3,phase1_time_diff3,phase2_time_diff3,phase2_unify_time_diff3,phase2_diffy_calls_diff3,phase2_diffy_time_diff3,phase3_time_diff3,phase3_unify_time_diff3,phase3_diffy_calls_diff3,phase3_diffy_time_diff3,total_merge_module_time_diff3,status_mergiraf,time_mergiraf,phase1_time_mergiraf,phase2_time_mergiraf,phase2_unify_time_mergiraf,phase2_diffy_calls_mergiraf,phase2_diffy_time_mergiraf,phase3_time_mergiraf,phase3_unify_time_mergiraf,phase3_diffy_calls_mergiraf,phase3_diffy_time_mergiraf,total_merge_module_time_mergiraf,status_mergiraf_semi,time_mergiraf_semi,phase1_time_mergiraf_semi,phase2_time_mergiraf_semi,phase2_unify_time_mergiraf_semi,phase2_diffy_calls_mergiraf_semi,phase2_diffy_time_mergiraf_semi,phase3_time_mergiraf_semi,phase3_unify_time_mergiraf_semi,phase3_diffy_calls_mergiraf_semi,phase3_diffy_time_mergiraf_semi,total_merge_module_time_mergiraf_semi,status_mergiraf_semi_plus,time_mergiraf_semi_plus,phase1_time_mergiraf_semi_plus,phase2_time_mergiraf_semi_plus,phase2_unify_time_mergiraf_semi_plus,phase2_diffy_calls_mergiraf_semi_plus,phase2_diffy_time_mergiraf_semi_plus,phase3_time_mergiraf_semi_plus,phase3_unify_time_mergiraf_semi_plus,phase3_diffy_calls_mergiraf_semi_plus,phase3_diffy_time_mergiraf_semi_plus,total_merge_module_time_mergiraf_semi_plus,status_s3m,time_s3m,phase1_time_s3m,phase2_time_s3m,phase2_unify_time_s3m,phase2_diffy_calls_s3m,phase2_diffy_time_s3m,phase3_time_s3m,phase3_unify_time_s3m,phase3_diffy_calls_s3m,phase3_diffy_time_s3m,total_merge_module_time_s3m
Anuken/Mindustry,1838a8ee12cc99b9a158ea1394f47449d8b6ceaf,mergeAnalysisOutput/java/Anuken/Mindustry/1838a8ee12cc99b9a158ea1394f47449d8b6ceaf/core/src/mindustry/content/Blocks.java,SUCCESS_WITHOUT_CONFLICTS,7199236,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,1965414290,1.941447801s,,,,,,,,,1.941664827s,SUCCESS_WITHOUT_CONFLICTS,1947859644,1.940691492s,,,,,,,,,1.940913533s,SUCCESS_WITHOUT_CONFLICTS,2132121967,1.937100191s,,,,,,,,,1.937312899s,SUCCESS_WITHOUT_CONFLICTS,275079979265,,,,,,,,,,
Anuken/Mindustry,1838a8ee12cc99b9a158ea1394f47449d8b6ceaf,mergeAnalysisOutput/java/Anuken/Mindustry/1838a8ee12cc99b9a158ea1394f47449d8b6ceaf/core/src/mindustry/content/SerpuloTechTree.java,SUCCESS_WITHOUT_CONFLICTS,2561554,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,45724954,43.054168ms,,,,,,,,,43.264986ms,SUCCESS_WITHOUT_CONFLICTS,45775480,43.082071ms,,,,,,,,,43.287456ms,SUCCESS_WITHOUT_CONFLICTS,48016867,42.92125ms,,,,,,,,,43.133277ms,SUCCESS_WITHOUT_CONFLICTS,263729273585,,,,,,,,,,
Anuken/Mindustry,fec91eb15778e016d18e46d66194b60d648c2c53,mergeAnalysisOutput/java/Anuken/Mindustry/fec91eb15778e016d18e46d66194b60d648c2c53/core/src/mindustry/content/Blocks.java,SUCCESS_WITHOUT_CONFLICTS,7353156,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,1906543107,1.903341951s,,,,,,,,,1.903558806s,SUCCESS_WITHOUT_CONFLICTS,1908278865,1.903728624s,,,,,,,,,1.903950329s,SUCCESS_WITHOUT_CONFLICTS,1999119997,2.203176694s,,,,,,,,,2.203416724s,SUCCESS_WITHOUT_CONFLICTS,277467873684,,,,,,,,,,
Anuken/Mindustry,1579a3b0689bf67c3a7ad71d80fc9f9cf9801870,mergeAnalysisOutput/java/Anuken/Mindustry/1579a3b0689bf67c3a7ad71d80fc9f9cf9801870/core/src/mindustry/content/Blocks.java,SUCCESS_WITHOUT_CONFLICTS,7217143,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,1908474239,1.904334099s,,,,,,,,,1.904552783s,SUCCESS_WITHOUT_CONFLICTS,1906295733,1.90302134s,,,,,,,,,1.90329816s,SUCCESS_WITHOUT_CONFLICTS,1916203788,1.901576497s,,,,,,,,,1.901791504s,SUCCESS_WITHOUT_CONFLICTS,278178736681,,,,,,,,,,
Anuken/Mindustry,ac95b2b9fa1996f0578f730e7db1d15ebe439f4e,mergeAnalysisOutput/java/Anuken/Mindustry/ac95b2b9fa1996f0578f730e7db1d15ebe439f4e/core/src/mindustry/input/InputHandler.java,SUCCESS_WITHOUT_CONFLICTS,3756884,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,1059928890,1.056137544s,,,,,,,,,1.056350555s,SUCCESS_WITHOUT_CONFLICTS,1167014202,1.055826261s,,,,,,,,,1.056034031s,SUCCESS_WITHOUT_CONFLICTS,1103341117,1.058566108s,,,,,,,,,1.058777765s,SUCCESS_WITHOUT_CONFLICTS,1530065238,,,,,,,,,,
Anuken/Mindustry,3ec6a74c1f76ab2b0dafd072b19ed686ed0f5dc5,mergeAnalysisOutput/java/Anuken/Mindustry/3ec6a74c1f76ab2b0dafd072b19ed686ed0f5dc5/core/src/mindustry/ui/dialogs/ContentInfoDialog.java,SUCCESS_WITHOUT_CONFLICTS,2076360,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,17437535,14.74241ms,,,,,,,,,14.940231ms,SUCCESS_WITHOUT_CONFLICTS,20239590,14.780537ms,,,,,,,,,14.977412ms,SUCCESS_WITHOUT_CONFLICTS,17493718,14.794551ms,,,,,,,,,14.993343ms,SUCCESS_WITHOUT_CONFLICTS,794397419,,,,,,,,,,
Anuken/Mindustry,3ec6a74c1f76ab2b0dafd072b19ed686ed0f5dc5,mergeAnalysisOutput/java/Anuken/Mindustry/3ec6a74c1f76ab2b0dafd072b19ed686ed0f5dc5/core/src/mindustry/world/consumers/ConsumeItemFilter.java,SUCCESS_WITHOUT_CONFLICTS,2106416,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,10574365,7.939221ms,,,,,,,,,8.133995ms,SUCCESS_WITHOUT_CONFLICTS,10400128,7.914939ms,,,,,,,,,8.123301ms,SUCCESS_WITHOUT_CONFLICTS,10431433,8.026884ms,,,,,,,,,8.216067ms,SUCCESS_WITHOUT_CONFLICTS,258002876121,,,,,,,,,,
Anuken/Mindustry,3ec6a74c1f76ab2b0dafd072b19ed686ed0f5dc5,mergeAnalysisOutput/java/Anuken/Mindustry/3ec6a74c1f76ab2b0dafd072b19ed686ed0f5dc5/core/src/mindustry/world/consumers/ConsumeLiquidFilter.java,SUCCESS_WITH_CONFLICTS,2378666,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,58089309,25.467164ms,28.070142ms,,0.0,0ns,,,,,54.843077ms,SUCCESS_WITHOUT_CONFLICTS,35358056,25.297826ms,6.310122ms,2.05552ms,0.0,0ns,,,,,32.886778ms,SUCCESS_WITHOUT_CONFLICTS,36048825,25.815008ms,6.355131ms,2.093382ms,0.0,0ns,,,,,33.424747ms,SUCCESS_WITHOUT_CONFLICTS,255403444288,,,,,,,,,,
Anuken/Mindustry,3ec6a74c1f76ab2b0dafd072b19ed686ed0f5dc5,mergeAnalysisOutput/java/Anuken/Mindustry/3ec6a74c1f76ab2b0dafd072b19ed686ed0f5dc5/core/src/mindustry/world/meta/StatValues.java,SUCCESS_WITH_CONFLICTS,2576085,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,1205173388,644.973069ms,538.981122ms,,0.0,0ns,,,,,1.185439259s,SUCCESS_WITH_CONFLICTS,1084433804,645.160435ms,45.737281ms,15.69152ms,0.0,0ns,354.900701ms,326.70051ms,0.0,0ns,1.046104096s,SUCCESS_WITH_CONFLICTS,1182678447,644.037768ms,45.83711ms,15.792025ms,0.0,0ns,353.428208ms,325.301373ms,0.0,0ns,1.04361414s,SUCCESS_WITH_CONFLICTS,4862304318,,,,,,,,,,
Anuken/Mindustry,defa3a588702feedc4378778b338d67dea1c396a,mergeAnalysisOutput/java/Anuken/Mindustry/defa3a588702feedc4378778b338d67dea1c396a/core/src/mindustry/content/Blocks.java,SUCCESS_WITHOUT_CONFLICTS,7090128,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,1947198337,1.941895797s,,,,,,,,,1.942111797s,SUCCESS_WITHOUT_CONFLICTS,1943854447,1.938941681s,,,,,,,,,1.939167144s,SUCCESS_WITHOUT_CONFLICTS,1963828369,1.9388359s,,,,,,,,,1.939056547s,SUCCESS_WITHOUT_CONFLICTS,278532586909,,,,,,,,,,
Anuken/Mindustry,1a002649021f289d2afe27d053a21cab01cb68bf,mergeAnalysisOutput/java/Anuken/Mindustry/1a002649021f289d2afe27d053a21cab01cb68bf/core/src/mindustry/content/Blocks.java,SUCCESS_WITHOUT_CONFLICTS,7599370,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,2142072012,1.94524442s,,,,,,,,,1.94547311s,SUCCESS_WITHOUT_CONFLICTS,2008822794,1.939737886s,,,,,,,,,1.93995314s,SUCCESS_WITHOUT_CONFLICTS,1986558597,1.938115132s,,,,,,,,,1.938327083s,SUCCESS_WITHOUT_CONFLICTS,278571132206,,,,,,,,,,
Anuken/Mindustry,1a002649021f289d2afe27d053a21cab01cb68bf,mergeAnalysisOutput/java/Anuken/Mindustry/1a002649021f289d2afe27d053a21cab01cb68bf/core/src/mindustry/logic/LExecutor.java,SUCCESS_WITHOUT_CONFLICTS,3581508,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,728216219,626.323434ms,,,,,,,,,626.569955ms,SUCCESS_WITHOUT_CONFLICTS,611635974,606.342893ms,,,,,,,,,606.567429ms,SUCCESS_WITHOUT_CONFLICTS,609851142,605.449562ms,,,,,,,,,605.681803ms,SUCCESS_WITHOUT_CONFLICTS,1277374007,,,,,,,,,,
Anuken/Mindustry,2423d859cfb6c5c84a1e625afc3ea9e586172bb2,mergeAnalysisOutput/java/Anuken/Mindustry/2423d859cfb6c5c84a1e625afc3ea9e586172bb2/core/src/mindustry/content/Blocks.java,SUCCESS_WITH_CONFLICTS,7133551,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,10561550960,5.667420437s,4.876979741s,,0.0,0ns,,,,,10.546504201s,SUCCESS_WITH_CONFLICTS,6313122444,5.672060536s,252.402855ms,98.98567ms,0.0,0ns,297.279964ms,145.5783ms,0.0,0ns,6.222116967s,SUCCESS_WITH_CONFLICTS,6509243915,5.687806792s,252.937313ms,99.313364ms,0.0,0ns,297.516329ms,146.060047ms,0.0,0ns,6.238643915s,SUCCESS_WITH_CONFLICTS,268342387292,,,,,,,,,,
Anuken/Mindustry,5a568258014472adee20190f7785c9eb5bc7dcc1,mergeAnalysisOutput/java/Anuken/Mindustry/5a568258014472adee20190f7785c9eb5bc7dcc1/core/src/mindustry/mod/Mods.java,SUCCESS_WITHOUT_CONFLICTS,2978481,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,343171630,340.377741ms,,,,,,,,,340.593722ms,SUCCESS_WITHOUT_CONFLICTS,342769350,340.02214ms,,,,,,,,,340.241733ms,SUCCESS_WITHOUT_CONFLICTS,344491513,340.18655ms,,,,,,,,,340.399253ms,SUCCESS_WITHOUT_CONFLICTS,1515271600,,,,,,,,,,
Anuken/Mindustry,3bdb871f1086e2d639e278c7eb79d12257814e60,mergeAnalysisOutput/java/Anuken/Mindustry/3bdb871f1086e2d639e278c7eb79d12257814e60/core/src/mindustry/ui/dialogs/JoinDialog.java,SUCCESS_WITHOUT_CONFLICTS,2562236,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,174619947,171.871914ms,,,,,,,,,172.092453ms,SUCCESS_WITHOUT_CONFLICTS,175791158,171.51853ms,,,,,,,,,171.736883ms,SUCCESS_WITHOUT_CONFLICTS,173800861,170.797791ms,,,,,,,,,171.009865ms,SUCCESS_WITHOUT_CONFLICTS,263681625202,,,,,,,,,,
Anuken/Mindustry,c0a551a006e82b2069da208fffc51928296d27d5,mergeAnalysisOutput/java/Anuken/Mindustry/c0a551a006e82b2069da208fffc51928296d27d5/core/src/mindustry/content/Blocks.java,SUCCESS_WITHOUT_CONFLICTS,7387570,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,2159003451,2.024514307s,,,,,,,,,2.024775844s,SUCCESS_WITHOUT_CONFLICTS,2135957879,2.021084438s,,,,,,,,,2.021315283s,SUCCESS_WITHOUT_CONFLICTS,2066874349,2.023294992s,,,,,,,,,2.023553263s,SUCCESS_WITHOUT_CONFLICTS,284230956280,,,,,,,,,,
Anuken/Mindustry,c0a551a006e82b2069da208fffc51928296d27d5,mergeAnalysisOutput/java/Anuken/Mindustry/c0a551a006e82b2069da208fffc51928296d27d5/core/src/mindustry/io/MapIO.java,SUCCESS_WITHOUT_CONFLICTS,2304127,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,40657139,37.76488ms,,,,,,,,,37.967902ms,SUCCESS_WITHOUT_CONFLICTS,41158466,38.307017ms,,,,,,,,,38.516983ms,SUCCESS_WITHOUT_CONFLICTS,41209583,38.365047ms,,,,,,,,,38.5709ms,SUCCESS_WITHOUT_CONFLICTS,260039702236,,,,,,,,,,
Anuken/Mindustry,c0a551a006e82b2069da208fffc51928296d27d5,mergeAnalysisOutput/java/Anuken/Mindustry/c0a551a006e82b2069da208fffc51928296d27d5/core/src/mindustry/io/SaveIO.java,SUCCESS_WITHOUT_CONFLICTS,4076295,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,24063992,21.330368ms,,,,,,,,,21.543131ms,SUCCESS_WITHOUT_CONFLICTS,24342834,21.482631ms,,,,,,,,,21.711659ms,SUCCESS_WITHOUT_CONFLICTS,24723776,21.902382ms,,,,,,,,,22.104316ms,SUCCESS_WITHOUT_CONFLICTS,265846542716,,,,,,,,,,
Anuken/Mindustry,80740c0948084441b8e112d16865704c655a1aa3,mergeAnalysisOutput/java/Anuken/Mindustry/80740c0948084441b8e112d16865704c655a1aa3/core/src/mindustry/content/Blocks.java,SUCCESS_WITHOUT_CONFLICTS,7369932,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,1968221620,1.968495048s,,,,,,,,,1.968717002s,SUCCESS_WITHOUT_CONFLICTS,1981900826,1.961808564s,,,,,,,,,1.962031689s,SUCCESS_WITHOUT_CONFLICTS,1964928284,1.959501392s,,,,,,,,,1.959718392s,SUCCESS_WITHOUT_CONFLICTS,279017279670,,,,,,,,,,
Anuken/Mindustry,f8ff370dbefd4c8547f0ee31d984d4257a612ec4,mergeAnalysisOutput/java/Anuken/Mindustry/f8ff370dbefd4c8547f0ee31d984d4257a612ec4/core/src/mindustry/net/NetworkIO.java,SUCCESS_WITH_CONFLICTS,9558404,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,165084919,85.135614ms,60.630834ms,,0.0,0ns,,,,,147.129445ms,SUCCESS_WITHOUT_CONFLICTS,101063425,86.052155ms,7.761896ms,1.468858ms,0.0,0ns,,,,,95.119578ms,SUCCESS_WITHOUT_CONFLICTS,97310256,85.571538ms,7.75474ms,1.45234ms,0.0,0ns,,,,,94.658626ms,SUCCESS_WITH_CONFLICTS,915952135,,,,,,,,,,
Anuken/Mindustry,f8ff370dbefd4c8547f0ee31d984d4257a612ec4,mergeAnalysisOutput/java/Anuken/Mindustry/f8ff370dbefd4c8547f0ee31d984d4257a612ec4/core/src/mindustry/ui/dialogs/HostDialog.java,SUCCESS_WITH_CONFLICTS,2090433,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,96581481,36.581143ms,54.976123ms,,0.0,0ns,,,,,92.959691ms,SUCCESS_WITH_CONFLICTS,63097938,36.952094ms,7.295084ms,2.127595ms,0.0,0ns,15.744385ms,6.645036ms,0.0,0ns,60.284544ms,SUCCESS_WITH_CONFLICTS,59841184,35.999013ms,7.394249ms,2.213749ms,0.0,0ns,13.388512ms,6.586414ms,0.0,0ns,57.078965ms,SUCCESS_WITH_CONFLICTS,256475690570,,,,,,,,,,
AntennaPod/AntennaPod,8419a7796fc7d4cd1c4cde3d878a41256ed6c716,mergeAnalysisOutput/java/AntennaPod/AntennaPod/8419a7796fc7d4cd1c4cde3d878a41256ed6c716/app/src/main/java/de/danoeh/antennapod/activity/OpmlImportActivity.java,SUCCESS_WITHOUT_CONFLICTS,2314869,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,102577077,100.383269ms,,,,,,,,,100.578679ms,SUCCESS_WITHOUT_CONFLICTS,103599190,100.92546ms,,,,,,,,,101.139675ms,SUCCESS_WITHOUT_CONFLICTS,104001819,101.205364ms,,,,,,,,,101.442311ms,SUCCESS_WITHOUT_CONFLICTS,254968208312,,,,,,,,,,
AntennaPod/AntennaPod,8419a7796fc7d4cd1c4cde3d878a41256ed6c716,mergeAnalysisOutput/java/AntennaPod/AntennaPod/8419a7796fc7d4cd1c4cde3d878a41256ed6c716/app/src/main/java/de/danoeh/antennapod/ui/screen/AddFeedFragment.java,SUCCESS_WITHOUT_CONFLICTS,2380155,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,105133713,102.50092ms,,,,,,,,,102.699617ms,SUCCESS_WITHOUT_CONFLICTS,106655048,103.78864ms,,,,,,,,,104.002096ms,SUCCESS_WITHOUT_CONFLICTS,105391455,102.793647ms,,,,,,,,,103.003766ms,SUCCESS_WITHOUT_CONFLICTS,259408459785,,,,,,,,,,
AntennaPod/AntennaPod,8419a7796fc7d4cd1c4cde3d878a41256ed6c716,mergeAnalysisOutput/java/AntennaPod/AntennaPod/8419a7796fc7d4cd1c4cde3d878a41256ed6c716/app/src/main/java/de/danoeh/antennapod/ui/screen/SearchFragment.java,SUCCESS_WITHOUT_CONFLICTS,2758779,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,204753413,201.959652ms,,,,,,,,,202.172381ms,SUCCESS_WITHOUT_CONFLICTS,206685430,202.72738ms,,,,,,,,,202.942761ms,SUCCESS_WITHOUT_CONFLICTS,205427987,202.199845ms,,,,,,,,,202.418047ms,SUCCESS_WITHOUT_CONFLICTS,256985526928,,,,,,,,,,
AntennaPod/AntennaPod,8419a7796fc7d4cd1c4cde3d878a41256ed6c716,mergeAnalysisOutput/java/AntennaPod/AntennaPod/8419a7796fc7d4cd1c4cde3d878a41256ed6c716/app/src/main/java/de/danoeh/antennapod/ui/screen/chapter/ChaptersFragment.java,SUCCESS_WITHOUT_CONFLICTS,2535866,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,62518801,59.672556ms,,,,,,,,,59.882548ms,SUCCESS_WITHOUT_CONFLICTS,63011572,60.515808ms,,,,,,,,,60.727569ms,SUCCESS_WITHOUT_CONFLICTS,61987031,59.399081ms,,,,,,,,,59.613261ms,SUCCESS_WITHOUT_CONFLICTS,257433058593,,,,,,,,,,
AntennaPod/AntennaPod,8419a7796fc7d4cd1c4cde3d878a41256ed6c716,mergeAnalysisOutput/java/AntennaPod/AntennaPod/8419a7796fc7d4cd1c4cde3d878a41256ed6c716/app/src/main/java/de/danoeh/antennapod/ui/screen/drawer/NavDrawerFragment.java,SUCCESS_WITHOUT_CONFLICTS,2787000,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,272361491,269.49523ms,,,,,,,,,269.699152ms,SUCCESS_WITHOUT_CONFLICTS,272150667,268.267599ms,,,,,,,,,268.476931ms,SUCCESS_WITHOUT_CONFLICTS,272075344,270.453618ms,,,,,,,,,270.672561ms,SUCCESS_WITHOUT_CONFLICTS,258062163074,,,,,,,,,,
AntennaPod/AntennaPod,8419a7796fc7d4cd1c4cde3d878a41256ed6c716,mergeAnalysisOutput/java/AntennaPod/AntennaPod/8419a7796fc7d4cd1c4cde3d878a41256ed6c716/app/src/main/java/de/danoeh/antennapod/ui/screen/episode/ItemFragment.java,SUCCESS_WITHOUT_CONFLICTS,2524939,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,256392266,252.652268ms,,,,,,,,,252.853603ms,SUCCESS_WITHOUT_CONFLICTS,255923439,252.964305ms,,,,,,,,,253.173628ms,SUCCESS_WITHOUT_CONFLICTS,261276172,252.767726ms,,,,,,,,,252.984739ms,SUCCESS_WITHOUT_CONFLICTS,258879380105,,,,,,,,,,
AntennaPod/AntennaPod,8419a7796fc7d4cd1c4cde3d878a41256ed6c716,mergeAnalysisOutput/java/AntennaPod/AntennaPod/8419a7796fc7d4cd1c4cde3d878a41256ed6c716/app/src/main/java/de/danoeh/antennapod/ui/screen/feed/FeedItemlistFragment.java,SUCCESS_WITHOUT_CONFLICTS,2938481,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,575195948,570.338474ms,,,,,,,,,570.556578ms,SUCCESS_WITHOUT_CONFLICTS,574602245,568.271359ms,,,,,,,,,568.477907ms,SUCCESS_WITHOUT_CONFLICTS,575536005,569.745957ms,,,,,,,,,569.953204ms,SUCCESS_WITHOUT_CONFLICTS,261092440051,,,,,,,,,,
AntennaPod/AntennaPod,8419a7796fc7d4cd1c4cde3d878a41256ed6c716,mergeAnalysisOutput/java/AntennaPod/AntennaPod/8419a7796fc7d4cd1c4cde3d878a41256ed6c716/app/src/main/java/de/danoeh/antennapod/ui/screen/feed/RemoveFeedDialog.java,SUCCESS_WITHOUT_CONFLICTS,2460477,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,51506095,48.870336ms,,,,,,,,,49.069023ms,SUCCESS_WITHOUT_CONFLICTS,51850665,48.961396ms,,,,,,,,,49.169945ms,SUCCESS_WITHOUT_CONFLICTS,51603405,48.965037ms,,,,,,,,,49.172944ms,SUCCESS_WITHOUT_CONFLICTS,260427173947,,,,,,,,,,
AntennaPod/AntennaPod,8419a7796fc7d4cd1c4cde3d878a41256ed6c716,mergeAnalysisOutput/java/AntennaPod/AntennaPod/8419a7796fc7d4cd1c4cde3d878a41256ed6c716/app/src/main/java/de/danoeh/antennapod/ui/screen/feed/preferences/FeedSettingsPreferenceFragment.java,SUCCESS_WITHOUT_CONFLICTS,2956838,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,169089777,166.337681ms,,,,,,,,,166.543322ms,SUCCESS_WITHOUT_CONFLICTS,168992979,166.212172ms,,,,,,,,,166.44517ms,SUCCESS_WITHOUT_CONFLICTS,169079896,166.53053ms,,,,,,,,,166.731003ms,SUCCESS_WITHOUT_CONFLICTS,1406399668,,,,,,,,,,
AntennaPod/AntennaPod,8419a7796fc7d4cd1c4cde3d878a41256ed6c716,mergeAnalysisOutput/java/AntennaPod/AntennaPod/8419a7796fc7d4cd1c4cde3d878a41256ed6c716/app/src/main/java/de/danoeh/antennapod/ui/screen/home/sections/SubscriptionsSection.java,SUCCESS_WITHOUT_CONFLICTS,3067099,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,37312708,34.685813ms,,,,,,,,,34.897416ms,SUCCESS_WITHOUT_CONFLICTS,36901291,34.343071ms,,,,,,,,,34.558592ms,SUCCESS_WITHOUT_CONFLICTS,36981078,34.437521ms,,,,,,,,,34.634971ms,SUCCESS_WITHOUT_CONFLICTS,259110208070,,,,,,,,,,
AntennaPod/AntennaPod,8419a7796fc7d4cd1c4cde3d878a41256ed6c716,mergeAnalysisOutput/java/AntennaPod/AntennaPod/8419a7796fc7d4cd1c4cde3d878a41256ed6c716/app/src/main/java/de/danoeh/antennapod/ui/screen/playback/SleepTimerDialog.java,SUCCESS_WITH_CONFLICTS,3188519,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,855373095,647.220725ms,205.498269ms,,0.0,0ns,,,,,854.107007ms,SUCCESS_WITH_CONFLICTS,743117665,653.664871ms,29.639194ms,8.195756ms,0.0,0ns,59.806585ms,40.778194ms,0.0,0ns,743.424828ms,SUCCESS_WITH_CONFLICTS,744431421,650.938693ms,29.839491ms,8.198391ms,0.0,0ns,59.616138ms,40.554197ms,0.0,0ns,740.71359ms,SUCCESS_WITH_CONFLICTS,260108812326,,,,,,,,,,
AntennaPod/AntennaPod,8419a7796fc7d4cd1c4cde3d878a41256ed6c716,mergeAnalysisOutput/java/AntennaPod/AntennaPod/8419a7796fc7d4cd1c4cde3d878a41256ed6c716/app/src/main/java/de/danoeh/antennapod/ui/screen/playback/TranscriptDialogFragment.java,SUCCESS_WITHOUT_CONFLICTS,2646195,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,95090584,92.324858ms,,,,,,,,,92.535463ms,SUCCESS_WITHOUT_CONFLICTS,94979021,92.532854ms,,,,,,,,,92.74023ms,SUCCESS_WITHOUT_CONFLICTS,95233032,91.279795ms,,,,,,,,,91.484652ms,SUCCESS_WITHOUT_CONFLICTS,261171640355,,,,,,,,,,
AntennaPod/AntennaPod,8419a7796fc7d4cd1c4cde3d878a41256ed6c716,mergeAnalysisOutput/java/AntennaPod/AntennaPod/8419a7796fc7d4cd1c4cde3d878a41256ed6c716/app/src/main/java/de/danoeh/antennapod/ui/screen/playback/VariableSpeedDialog.java,SUCCESS_WITHOUT_CONFLICTS,2369961,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,64197587,61.936149ms,,,,,,,,,62.152285ms,SUCCESS_WITHOUT_CONFLICTS,64337045,61.706848ms,,,,,,,,,61.925491ms,SUCCESS_WITHOUT_CONFLICTS,64531969,61.971166ms,,,,,,,,,62.182824ms,SUCCESS_WITHOUT_CONFLICTS,258586451669,,,,,,,,,,
AntennaPod/AntennaPod,8419a7796fc7d4cd1c4cde3d878a41256ed6c716,mergeAnalysisOutput/java/AntennaPod/AntennaPod/8419a7796fc7d4cd1c4cde3d878a41256ed6c716/app/src/main/java/de/danoeh/antennapod/ui/screen/playback/audio/AudioPlayerFragment.java,SUCCESS_WITHOUT_CONFLICTS,2868901,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,354968240,350.156229ms,,,,,,,,,350.392713ms,SUCCESS_WITHOUT_CONFLICTS,358324570,350.575336ms,,,,,,,,,350.792218ms,SUCCESS_WITHOUT_CONFLICTS,355083294,349.719905ms,,,,,,,,,349.94073ms,SUCCESS_WITHOUT_CONFLICTS,262596875352,,,,,,,,,,
AntennaPod/AntennaPod,8419a7796fc7d4cd1c4cde3d878a41256ed6c716,mergeAnalysisOutput/java/AntennaPod/AntennaPod/8419a7796fc7d4cd1c4cde3d878a41256ed6c716/app/src/main/java/de/danoeh/antennapod/ui/screen/playback/audio/CoverFragment.java,SUCCESS_WITHOUT_CONFLICTS,2888997,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,195376847,192.318723ms,,,,,,,,,192.523227ms,SUCCESS_WITHOUT_CONFLICTS,194251117,191.490625ms,,,,,,,,,191.708614ms,SUCCESS_WITHOUT_CONFLICTS,195294016,192.507142ms,,,,,,,,,192.718139ms,SUCCESS_WITHOUT_CONFLICTS,260717302528,,,,,,,,,,
